City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
249,La Concordia,NI,2020-05-09 23:55:47,13.2,-86.17,77.92,65,94,5.84,light rain,0,0
250,Katangli,RU,2020-05-09 23:55:47,51.71,143.23,45.01,61,0,3.87,clear sky,0,0
251,Saint-Augustin,CA,2020-05-09 23:55:47,51.23,-58.65,34.11,91,99,17.4,light rain,0,0
252,Vestmannaeyjar,IS,2020-05-09 23:55:47,63.44,-20.27,37.69,80,63,11.56,broken clouds,0,0
253,Gratkorn,AT,2020-05-09 23:55:48,47.15,15.37,60.01,100,76,2.24,broken clouds,0,0
254,Sioux Lookout,CA,2020-05-09 23:55:48,50.1,-91.92,41.0,48,75,9.17,broken clouds,0,0
255,Egvekinot,RU,2020-05-09 23:55:48,66.32,-179.17,32.43,99,100,20.67,light snow,0,0
256,Empangeni,ZA,2020-05-09 23:55:48,-28.76,31.89,62.26,95,9,2.91,clear sky,0,0
257,Berbera,SO,2020-05-09 23:55:48,10.44,45.01,87.67,71,0,2.19,clear sky,0,0
258,Labuhan,ID,2020-05-09 23:55:48,-6.88,112.21,78.49,82,87,3.15,overcast clouds,0,0
259,Kiama,AU,2020-05-09 23:55:48,-34.68,150.87,59.0,44,0,7.0,clear sky,0,0
260,Port-Gentil,GA,2020-05-09 23:55:48,-0.72,8.78,80.6,94,20,3.36,few clouds,0,0
261,Kavieng,PG,2020-05-09 23:55:48,-2.57,150.8,86.0,69,2,7.99,clear sky,0,0
262,Brigantine,US,2020-05-09 23:55:48,39.41,-74.36,48.2,34,75,23.04,broken clouds,0,0
263,Ayr,GB,2020-05-09 23:51:40,55.46,-4.63,53.6,87,75,5.82,broken clouds,0,0
264,Auki,SB,2020-05-09 23:55:49,-8.77,160.7,87.42,66,60,4.72,broken clouds,0,0
265,Irpa Irpa,BO,2020-05-09 23:55:49,-17.72,-66.27,68.0,36,19,4.54,few clouds,0,0
266,Koygorodok,RU,2020-05-09 23:55:49,60.45,51.0,49.08,98,68,2.93,broken clouds,0,0
267,Bengkulu,ID,2020-05-09 23:55:49,-3.8,102.27,77.05,88,100,4.36,overcast clouds,0,0
268,Hithadhoo,MV,2020-05-09 23:55:49,-0.6,73.08,84.45,77,81,11.61,light rain,0,0
269,Pisco,PE,2020-05-09 23:55:49,-13.7,-76.22,68.0,82,7,16.11,clear sky,0,0
270,Puerto Ayora,EC,2020-05-09 23:55:49,-0.74,-90.35,78.01,92,42,6.62,scattered clouds,0,0
271,North Bend,US,2020-05-09 23:55:49,43.41,-124.22,69.01,82,1,8.05,clear sky,0,0
272,Ancud,CL,2020-05-09 23:55:49,-41.87,-73.82,48.99,93,75,10.29,broken clouds,0,0
273,Komsomolskiy,UZ,2020-05-09 23:55:49,40.43,71.72,62.6,67,31,6.93,scattered clouds,0,0
274,Pasni,PK,2020-05-09 23:55:50,25.26,63.47,81.21,71,5,6.8,clear sky,0,0
275,Severo-Kurilsk,RU,2020-05-09 23:55:50,50.68,156.12,33.76,90,96,17.69,overcast clouds,0,0
276,Amalner,IN,2020-05-09 23:55:50,21.05,75.07,79.23,53,0,7.36,clear sky,0,0
277,Vyartsilya,RU,2020-05-09 23:55:50,62.18,30.69,31.37,97,3,3.71,clear sky,0,0
278,Matay,EG,2020-05-09 23:55:50,28.42,30.78,62.85,65,0,10.6,clear sky,0,0
279,Dikson,RU,2020-05-09 23:55:50,73.51,80.55,26.02,97,90,19.6,overcast clouds,0,0
280,Bubaque,GW,2020-05-09 23:55:50,11.28,-15.83,77.77,75,14,11.39,few clouds,0,0
281,Mabaruma,GY,2020-05-09 23:55:50,8.2,-59.78,74.68,89,26,4.45,scattered clouds,0,0
282,San Quintin,MX,2020-05-09 23:55:50,30.48,-115.95,69.17,67,0,8.72,clear sky,0,0
283,Kruisfontein,ZA,2020-05-09 23:55:50,-34.0,24.73,59.31,54,0,4.65,clear sky,0,0
284,Fairbanks,US,2020-05-09 23:53:09,64.84,-147.72,71.01,29,1,5.64,clear sky,0,0
285,Kristiansund,NO,2020-05-09 23:55:50,63.11,7.73,35.6,84,79,27.51,light snow,0,0
286,Andenes,NO,2020-05-09 23:55:51,69.31,16.12,26.6,86,99,11.41,light snow,0,0
287,Karlshamn,SE,2020-05-09 23:55:51,56.17,14.86,46.99,75,12,2.24,few clouds,0,0
288,Manacapuru,BR,2020-05-09 23:55:51,-3.3,-60.62,82.4,88,40,2.24,scattered clouds,0,0
289,Chapais,CA,2020-05-09 23:55:51,49.78,-74.85,26.6,68,90,6.93,light snow,0,0
290,Izumo,JP,2020-05-09 23:55:51,35.37,132.77,66.2,93,75,16.11,broken clouds,0,0
291,Mogwase,ZA,2020-05-09 23:55:51,-25.18,27.27,60.04,51,0,3.02,clear sky,0,0
292,Novoilinsk,RU,2020-05-09 23:55:51,51.68,108.71,45.14,58,1,10.47,clear sky,0,0
293,Saint-Joseph,RE,2020-05-09 23:55:51,-21.37,55.62,69.8,73,18,8.05,few clouds,0,0
294,Prieska,ZA,2020-05-09 23:55:51,-29.66,22.75,57.83,36,0,3.22,clear sky,0,0
295,Uige,AO,2020-05-09 23:55:51,-7.61,15.06,68.65,87,100,2.42,overcast clouds,0,0
296,Khatassy,RU,2020-05-09 23:55:52,61.9,129.64,32.0,80,0,6.71,clear sky,0,0
297,Plouzane,FR,2020-05-09 23:55:52,48.38,-4.62,55.4,93,25,3.36,mist,0,0
298,Salalah,OM,2020-05-09 23:55:52,17.02,54.09,82.4,83,20,3.18,few clouds,0,0
299,Kazachinskoye,RU,2020-05-09 23:55:52,57.7,93.28,55.78,76,97,5.06,overcast clouds,0,0
300,Shingu,JP,2020-05-09 23:55:52,33.73,135.98,68.0,100,75,10.29,shower rain,0,0
301,Port Hedland,AU,2020-05-09 23:55:52,-20.32,118.57,80.6,34,71,12.75,broken clouds,0,0
302,Baykit,RU,2020-05-09 23:55:52,61.67,96.37,48.85,54,58,12.26,broken clouds,0,0
303,Eyl,SO,2020-05-09 23:55:52,7.98,49.82,82.53,75,47,5.59,scattered clouds,0,0
304,Alofi,NU,2020-05-09 23:55:52,-19.06,-169.92,86.0,74,72,10.29,broken clouds,0,0
305,Potosi,BO,2020-05-09 23:55:52,-19.58,-65.75,48.27,52,0,3.02,clear sky,0,0
306,Camana,PE,2020-05-09 23:55:53,-16.62,-72.71,67.12,79,73,5.21,broken clouds,0,0
307,Viedma,AR,2020-05-09 23:54:46,-40.81,-63.0,60.76,38,48,11.18,scattered clouds,0,0
308,Chokurdakh,RU,2020-05-09 23:55:53,70.63,147.92,26.51,98,34,4.99,scattered clouds,0,0
309,Cap Malheureux,MU,2020-05-09 23:55:53,-19.98,57.61,70.0,83,0,3.0,clear sky,0,0
310,Bielsko-Biala,PL,2020-05-09 23:55:53,49.82,19.05,57.99,92,100,3.0,overcast clouds,0,0
311,Inhambane,MZ,2020-05-09 23:55:53,-23.86,35.38,68.54,84,9,9.69,clear sky,0,0
312,Tiksi,RU,2020-05-09 23:55:53,71.69,128.87,22.75,94,0,3.67,clear sky,0,0
313,Rafaela,AR,2020-05-09 23:55:53,-31.25,-61.49,63.0,42,0,4.0,clear sky,0,0
314,Morondava,MG,2020-05-09 23:55:53,-20.28,44.28,73.26,67,0,7.83,clear sky,0,0
315,Chiang Khong,TH,2020-05-09 23:55:53,20.26,100.4,78.01,80,66,0.96,broken clouds,0,0
316,Rio Gallegos,AR,2020-05-09 23:53:58,-51.62,-69.22,39.2,93,90,2.24,fog,0,0
317,Petropavlovka,RU,2020-05-09 23:55:54,50.61,105.32,44.51,58,27,6.26,scattered clouds,0,0
318,Cardinal,CA,2020-05-09 23:55:54,44.78,-75.38,39.99,38,1,18.34,clear sky,0,0
319,Moba,CN,2020-05-09 23:55:54,33.23,105.02,49.69,60,1,2.46,clear sky,0,0
320,Najran,SA,2020-05-09 23:55:54,17.49,44.13,77.0,41,0,4.7,clear sky,0,0
321,Guipavas,FR,2020-05-09 23:52:39,48.44,-4.4,55.4,93,25,3.36,mist,0,0
322,Alice Springs,AU,2020-05-09 23:55:27,-23.7,133.88,57.2,47,30,19.46,scattered clouds,0,0
323,Preobrazheniye,RU,2020-05-09 23:55:54,42.9,133.91,49.5,95,100,5.55,moderate rain,0,0
324,Mandera,KE,2020-05-09 23:55:54,3.94,41.87,80.28,70,79,20.02,broken clouds,0,0
325,Valdez,EC,2020-05-09 23:55:54,1.25,-78.98,80.42,86,78,9.51,broken clouds,0,0
326,Sabha,LY,2020-05-09 23:55:54,27.04,14.43,80.2,17,0,9.75,clear sky,0,0
327,Seoul,KR,2020-05-09 23:55:23,37.57,126.98,57.2,93,90,5.82,overcast clouds,0,0
328,Avera,US,2020-05-09 23:55:55,33.19,-82.53,64.4,42,1,4.7,clear sky,0,0
329,Nurota,UZ,2020-05-09 23:55:55,40.56,65.69,59.0,82,0,9.17,clear sky,0,0
330,Boyolangu,ID,2020-05-09 23:55:55,-8.12,111.89,76.46,86,100,0.89,overcast clouds,0,0
331,Manaus,BR,2020-05-09 23:54:22,-3.1,-60.02,82.4,83,75,2.24,broken clouds,0,0
332,Adiake,CI,2020-05-09 23:55:55,5.29,-3.3,82.4,83,20,10.29,few clouds,0,0
333,Sobolevo,RU,2020-05-09 23:55:55,54.43,31.9,44.47,86,50,5.14,scattered clouds,0,0
334,Preston,GB,2020-05-09 23:55:55,53.77,-2.72,59.0,84,42,2.19,scattered clouds,0,0
335,Ladario,BR,2020-05-09 23:55:55,-19.0,-57.6,68.63,68,0,3.29,clear sky,0,0
336,Tiptur,IN,2020-05-09 23:55:55,13.26,76.48,77.65,61,55,5.82,broken clouds,0,0
337,Bestobe,KZ,2020-05-09 23:55:56,52.5,73.1,54.82,65,18,9.82,few clouds,0,0
338,Abadan,IR,2020-05-09 23:51:05,30.34,48.3,89.6,33,75,23.04,broken clouds,0,0
339,Rio Cuarto,AR,2020-05-09 23:55:56,-33.13,-64.35,60.8,48,0,8.05,clear sky,0,0
340,Te Anau,NZ,2020-05-09 23:55:56,-45.42,167.72,56.79,81,100,4.92,overcast clouds,0,0
341,Khor,RU,2020-05-09 23:55:56,47.89,134.95,50.74,85,100,10.16,light rain,0,0
342,Tabora,TZ,2020-05-09 23:55:56,-5.02,32.8,69.8,77,75,5.84,broken clouds,0,0
343,Aleksandrov Gay,RU,2020-05-09 23:55:56,50.15,48.57,49.23,78,0,12.53,clear sky,0,0
344,Atambua,ID,2020-05-09 23:55:56,-9.11,124.89,77.76,71,79,5.17,broken clouds,0,0
345,Changde,CN,2020-05-09 23:55:56,29.05,111.68,65.07,74,23,4.14,few clouds,0,0
346,Ambilobe,MG,2020-05-09 23:55:56,-13.2,49.05,71.2,87,42,4.23,scattered clouds,0,0
347,Port Lincoln,AU,2020-05-09 23:55:57,-34.73,135.87,58.75,61,36,9.22,scattered clouds,0,0
348,La Orilla,MX,2020-05-09 23:55:57,17.98,-102.23,83.91,63,0,8.41,clear sky,0,0
349,Puerto Suarez,BO,2020-05-09 23:55:57,-18.95,-57.8,68.81,68,0,4.09,clear sky,0,0
350,Minyar,RU,2020-05-09 23:55:57,55.07,57.55,56.95,77,97,1.99,overcast clouds,0,0
351,Kanepi,EE,2020-05-09 23:55:57,57.98,26.76,43.0,69,4,1.12,clear sky,0,0
352,Marmarion,GR,2020-05-09 23:55:57,38.05,24.32,60.8,51,0,3.65,clear sky,0,0
353,Gambela,ET,2020-05-09 23:55:57,8.25,34.58,75.88,75,100,3.24,overcast clouds,0,0
354,Lorengau,PG,2020-05-09 23:55:57,-2.02,147.27,86.31,70,14,9.48,few clouds,0,0
355,Yaan,NG,2020-05-09 23:55:57,7.38,8.57,75.51,88,100,5.57,moderate rain,0,0
356,Gat,IL,2020-05-09 23:55:57,31.61,34.76,64.0,77,21,3.44,few clouds,0,0
357,Bilma,NE,2020-05-09 23:55:57,18.69,12.92,82.02,12,0,5.75,clear sky,0,0
358,Sept-Iles,CA,2020-05-09 23:55:57,50.2,-66.38,39.99,81,75,3.36,broken clouds,0,0
359,Severodvinsk,RU,2020-05-09 23:55:58,64.56,39.83,37.4,93,20,2.24,few clouds,0,0
360,Havoysund,NO,2020-05-09 23:55:58,71.0,24.66,32.0,82,50,14.99,scattered clouds,0,0
361,Gaptsakh,RU,2020-05-09 23:55:58,41.45,47.93,46.36,83,95,3.4,moderate rain,0,0
362,Yerbogachen,RU,2020-05-09 23:55:59,61.28,108.01,50.13,90,100,11.88,light rain,0,0
363,Paamiut,GL,2020-05-09 23:55:59,61.99,-49.67,42.1,65,78,6.13,broken clouds,0,0
364,Sitka,US,2020-05-09 23:55:59,57.05,-135.33,69.8,28,75,14.99,broken clouds,0,0
365,Huilong,CN,2020-05-09 23:55:59,31.81,121.66,66.99,94,93,6.11,overcast clouds,0,0
366,Galle,LK,2020-05-09 23:55:59,6.04,80.22,82.24,80,92,3.09,overcast clouds,0,0
367,Killam,CA,2020-05-09 23:55:59,52.78,-111.85,46.0,47,77,14.0,broken clouds,0,0
368,Znamenskoye,RU,2020-05-09 23:55:59,57.13,73.83,56.44,52,0,3.53,clear sky,0,0
369,Illapel,CL,2020-05-09 23:55:59,-31.63,-71.17,53.06,70,0,1.45,clear sky,0,0
370,Nagato,JP,2020-05-09 23:56:00,34.38,131.2,66.2,100,75,10.29,broken clouds,0,0
371,Santiago Del Estero,AR,2020-05-09 23:56:00,-27.8,-64.26,64.47,52,0,6.42,clear sky,0,0
372,Enshi,CN,2020-05-09 23:56:00,30.3,109.48,66.88,75,91,0.63,overcast clouds,0,0
373,Dingle,PH,2020-05-09 23:56:00,11.0,122.67,84.96,69,92,7.34,overcast clouds,0,0
374,Kamaishi,JP,2020-05-09 23:56:00,39.27,141.88,57.2,93,75,2.24,light rain,0,0
375,Kaitangata,NZ,2020-05-09 23:56:00,-46.28,169.85,57.0,60,75,1.99,broken clouds,0,0
376,Hasaki,JP,2020-05-09 23:56:00,35.73,140.83,68.0,100,75,9.17,light rain,0,0
377,Alakurtti,RU,2020-05-09 23:56:00,66.97,30.35,24.01,87,26,5.3,scattered clouds,0,0
378,Nokaneng,BW,2020-05-09 23:56:00,-19.67,22.27,61.59,32,0,8.59,clear sky,0,0
379,Norman Wells,CA,2020-05-09 23:56:00,65.28,-126.83,48.2,45,5,18.34,clear sky,0,0
380,Meulaboh,ID,2020-05-09 23:56:00,4.14,96.13,77.14,90,100,5.26,overcast clouds,0,0
381,Azul,AR,2020-05-09 23:56:01,-36.78,-59.86,57.0,79,0,5.44,clear sky,0,0
382,Nyurba,RU,2020-05-09 23:56:01,63.28,118.33,42.31,59,59,10.2,broken clouds,0,0
383,Umm Lajj,SA,2020-05-09 23:56:01,25.02,37.27,72.86,50,100,11.97,overcast clouds,0,0
384,Saldanha,ZA,2020-05-09 23:56:01,-33.01,17.94,57.2,62,0,2.24,clear sky,0,0
385,Hami,CN,2020-05-09 23:56:01,42.8,93.45,58.03,31,0,2.8,clear sky,0,0
386,Severo-Yeniseyskiy,RU,2020-05-09 23:56:01,60.37,93.04,52.65,79,76,9.42,broken clouds,0,0
387,Niculitel,RO,2020-05-09 23:56:01,45.18,28.48,48.2,81,70,3.36,broken clouds,0,0
388,Belaya Gora,RU,2020-05-09 23:56:01,68.53,146.42,32.18,97,93,8.28,overcast clouds,0,0
389,Pacific Grove,US,2020-05-09 23:55:59,36.62,-121.92,66.99,63,1,10.29,clear sky,0,0
390,Torbay,CA,2020-05-09 23:56:01,47.67,-52.73,46.4,93,90,32.21,light rain,0,0
391,Dudinka,RU,2020-05-09 23:56:01,69.41,86.18,30.2,86,75,17.9,light snow,0,0
392,College,US,2020-05-09 23:56:02,64.86,-147.8,71.01,26,75,5.61,broken clouds,0,0
393,Oktyabrskiy,RU,2020-05-09 23:56:02,54.48,53.47,57.43,74,42,10.33,scattered clouds,0,0
394,Itarema,BR,2020-05-09 23:56:02,-2.92,-39.92,77.83,85,18,6.93,few clouds,0,0
395,Krasnoselkup,RU,2020-05-09 23:56:02,65.7,82.47,32.99,92,8,3.91,clear sky,0,0
396,Dalvik,IS,2020-05-09 23:56:02,65.97,-18.53,26.6,63,11,1.12,few clouds,0,0
397,Orlik,RU,2020-05-09 23:56:02,52.52,99.83,39.33,63,37,2.75,scattered clouds,0,0
398,Pangkalanbuun,ID,2020-05-09 23:54:07,-2.68,111.62,77.47,84,99,1.66,overcast clouds,0,0
399,Beringovskiy,RU,2020-05-09 23:56:02,63.05,179.32,34.23,95,100,27.47,overcast clouds,0,0
400,Mbale,UG,2020-05-09 23:56:02,1.08,34.17,65.37,91,98,3.09,moderate rain,0,0
401,Teius,RO,2020-05-09 23:56:02,46.2,23.68,50.0,76,20,5.82,few clouds,0,0
402,Tamandare,BR,2020-05-09 23:56:02,-8.76,-35.1,77.88,77,21,6.6,few clouds,0,0
403,Norsup,VU,2020-05-09 23:56:03,-16.07,167.38,82.4,69,40,9.17,scattered clouds,0,0
404,Belmonte,BR,2020-05-09 23:56:03,-15.86,-38.88,75.2,64,40,10.29,scattered clouds,0,0
405,Tucuman,AR,2020-05-09 23:56:03,-26.82,-65.22,64.4,68,0,4.7,clear sky,0,0
406,Sokoni,TZ,2020-05-09 23:56:03,-6.43,39.55,77.0,88,75,17.69,broken clouds,0,0
407,San Carlos De Bariloche,AR,2020-05-09 23:54:31,-41.15,-71.31,42.8,87,90,18.34,moderate rain,0,0
408,Haljala,EE,2020-05-09 23:56:03,59.43,26.26,38.32,76,17,2.57,few clouds,0,0
409,Lata,PT,2020-05-09 23:56:03,40.16,-8.33,55.0,91,54,1.99,broken clouds,0,0
410,Chumikan,RU,2020-05-09 23:56:03,54.72,135.31,41.74,67,67,4.05,broken clouds,0,0
411,Billings,US,2020-05-09 23:55:00,45.78,-108.5,57.99,26,75,3.53,broken clouds,0,0
412,Klaksvik,FO,2020-05-09 23:56:03,62.23,-6.59,30.2,68,69,12.75,broken clouds,0,0
413,Lielvarde,LV,2020-05-09 23:56:03,56.72,24.81,43.0,93,5,3.06,fog,0,0
414,Joao Camara,BR,2020-05-09 23:56:03,-5.54,-35.82,77.0,83,20,4.7,few clouds,0,0
415,Grand-Santi,GF,2020-05-09 23:56:04,4.25,-54.38,73.72,97,76,2.37,broken clouds,0,0
416,Dapaong,TG,2020-05-09 23:56:04,10.86,0.2,85.17,57,65,11.83,broken clouds,0,0
417,Dawlatabad,AF,2020-05-09 23:56:04,36.41,64.91,69.62,43,0,6.62,clear sky,0,0
418,Gubkinskiy,RU,2020-05-09 23:56:04,64.43,76.5,37.09,81,34,10.4,scattered clouds,0,0
419,Aranos,NA,2020-05-09 23:56:04,-24.13,19.12,62.2,34,0,11.16,clear sky,0,0
420,Peniche,PT,2020-05-09 23:56:04,39.36,-9.38,60.01,87,79,11.01,moderate rain,0,0
421,Hastings,GB,2020-05-09 23:56:04,50.86,0.57,57.99,68,98,1.01,overcast clouds,0,0
422,Marzuq,YE,2020-05-09 23:56:04,14.4,46.47,76.39,23,20,4.83,few clouds,0,0
423,Aksarka,RU,2020-05-09 23:56:04,66.56,67.8,35.89,93,100,3.2,light rain,0,0
424,Sorland,NO,2020-05-09 23:56:05,67.67,12.69,33.4,81,95,5.88,overcast clouds,0,0
425,Ozernovskiy,RU,2020-05-09 23:56:05,51.5,156.52,33.19,91,100,15.5,light snow,0,0
426,Moramanga,MG,2020-05-09 23:56:05,-18.93,48.2,59.29,95,75,3.62,broken clouds,0,0
427,Qandala,SO,2020-05-09 23:56:05,11.47,49.87,86.05,58,34,1.01,scattered clouds,0,0
428,Sechura,PE,2020-05-09 23:56:05,-5.56,-80.82,74.53,71,5,18.48,clear sky,0,0
429,Armidale,AU,2020-05-09 23:56:05,-30.52,151.65,48.99,54,59,3.0,broken clouds,0,0
430,Yanaul,RU,2020-05-09 23:56:05,56.27,54.93,56.52,78,88,9.19,overcast clouds,0,0
431,Margate,GB,2020-05-09 23:56:05,51.38,1.39,57.0,77,64,1.99,broken clouds,0,0
432,Roma,US,2020-05-09 23:53:06,43.21,-75.46,39.2,48,75,24.16,broken clouds,0,0
433,Kouqian,CN,2020-05-09 23:56:05,43.64,126.46,63.99,60,83,4.52,broken clouds,0,0
434,Lasa,IT,2020-05-09 23:56:05,46.62,10.7,51.8,87,40,5.82,scattered clouds,0,0
435,Ibra,OM,2020-05-09 23:56:06,22.69,58.53,81.79,24,0,4.94,clear sky,0,0
436,Batagay-Alyta,RU,2020-05-09 23:56:06,67.8,130.41,22.8,94,91,2.55,overcast clouds,0,0
437,Cabo San Lucas,MX,2020-05-09 23:56:06,22.89,-109.91,87.8,40,40,14.99,scattered clouds,0,0
438,Batemans Bay,AU,2020-05-09 23:56:06,-35.72,150.18,60.01,36,0,3.0,clear sky,0,0
439,Bonavista,CA,2020-05-09 23:56:06,48.65,-53.11,39.94,90,100,31.27,light rain,0,0
440,Olinda,BR,2020-05-09 23:56:06,-8.01,-34.86,82.4,69,20,9.17,few clouds,0,0
441,Bor,RU,2020-05-09 23:56:06,56.36,44.07,57.99,93,90,11.18,overcast clouds,0,0
442,Dawson Creek,CA,2020-05-09 23:56:06,55.77,-120.24,55.4,26,1,8.05,clear sky,0,0
443,Hay River,CA,2020-05-09 23:56:06,60.82,-115.8,32.0,80,20,12.75,few clouds,0,0
444,Nouadhibou,MR,2020-05-09 23:56:06,20.93,-17.03,67.03,77,61,23.4,broken clouds,0,0
445,Goderich,CA,2020-05-09 23:51:47,43.75,-81.72,39.0,71,42,3.22,scattered clouds,0,0
446,Inyonga,TZ,2020-05-09 23:56:06,-6.72,32.07,62.17,87,1,3.74,clear sky,0,0
447,Riberalta,BO,2020-05-09 23:53:16,-10.98,-66.1,74.01,73,10,1.48,clear sky,0,0
448,Opotiki,NZ,2020-05-09 23:56:07,-38.08,177.28,64.0,64,0,5.99,clear sky,0,0
449,Tura,IN,2020-05-09 23:56:07,25.52,90.22,73.92,46,0,3.42,clear sky,0,0
450,Yambio,SS,2020-05-09 23:56:07,4.57,28.4,68.92,97,100,2.33,overcast clouds,0,0
451,Zaraza,VE,2020-05-09 23:56:07,9.35,-65.32,81.1,62,24,9.89,few clouds,0,0
452,Santa Rosa,PH,2020-05-09 23:56:07,14.31,121.11,86.0,74,40,2.24,scattered clouds,0,0
453,Dekar,BW,2020-05-09 23:56:07,-21.53,21.93,57.88,39,0,6.42,clear sky,0,0
454,Coahuayana,MX,2020-05-09 23:56:07,18.73,-103.68,86.0,45,40,11.41,scattered clouds,0,0
455,Bone,DE,2020-05-09 23:56:07,51.97,12.14,54.0,70,31,5.19,scattered clouds,0,0
456,Salinas,US,2020-05-09 23:56:07,36.68,-121.66,66.99,67,1,14.99,clear sky,0,0
457,Berlevag,NO,2020-05-09 23:56:07,70.86,29.09,30.45,90,96,7.11,overcast clouds,0,0
458,Yulara,AU,2020-05-09 23:56:08,-25.24,130.99,55.4,47,84,12.75,broken clouds,0,0
459,Oussouye,SN,2020-05-09 23:56:08,12.48,-16.55,73.4,88,55,4.7,broken clouds,0,0
460,Chute-Aux-Outardes,CA,2020-05-09 23:56:08,49.12,-68.4,39.2,73,75,5.82,broken clouds,0,0
461,Teknaf,BD,2020-05-09 23:56:08,20.86,92.31,77.7,60,0,3.42,clear sky,0,0
462,Hauterive,FR,2020-05-09 23:56:08,46.09,3.45,60.8,67,26,13.87,scattered clouds,0,0
463,Matera,IT,2020-05-09 23:56:08,40.5,16.42,60.8,87,5,6.93,clear sky,0,0
464,Marabba,SD,2020-05-09 23:56:08,12.35,32.18,88.07,23,100,5.64,overcast clouds,0,0
465,Mildura,AU,2020-05-09 23:56:08,-34.2,142.15,50.0,93,34,3.36,scattered clouds,0,0
466,Fecamp,FR,2020-05-09 23:56:08,49.76,0.37,61.0,100,100,3.36,light rain,0,0
467,Itoman,JP,2020-05-09 23:56:09,26.12,127.67,78.8,88,20,9.17,few clouds,0,0
468,Caucaia,BR,2020-05-09 23:56:09,-3.74,-38.65,82.99,78,20,8.05,few clouds,0,0
469,Aquidauana,BR,2020-05-09 23:56:09,-20.47,-55.79,67.19,59,0,4.09,clear sky,0,0
470,Moen,NO,2020-05-09 23:56:09,69.13,18.61,30.2,63,56,11.41,broken clouds,0,0
471,Thap Than,TH,2020-05-09 23:56:09,15.46,99.89,84.38,69,89,8.3,overcast clouds,0,0
472,Husavik,IS,2020-05-09 23:56:09,66.04,-17.34,26.6,63,0,1.12,clear sky,0,0
473,Kieta,PG,2020-05-09 23:56:09,-6.22,155.63,85.51,72,82,7.23,light rain,0,0
474,Waingapu,ID,2020-05-09 23:56:09,-9.66,120.26,80.83,76,49,12.1,scattered clouds,0,0
475,Tha Chang,TH,2020-05-09 23:56:09,9.26,99.19,82.99,100,20,1.32,few clouds,0,0
476,Sarakhs,IR,2020-05-09 23:56:09,36.54,61.16,62.6,72,1,2.24,clear sky,0,0
477,Tandlianwala,PK,2020-05-09 23:56:10,31.03,73.13,82.17,36,51,9.35,light rain,0,0
478,Wamba,NG,2020-05-09 23:56:10,8.93,8.6,76.84,71,100,2.04,overcast clouds,0,0
479,Daru,PG,2020-05-09 23:56:10,-9.08,143.21,82.36,82,55,17.49,light rain,0,0
480,Ust-Koksa,RU,2020-05-09 23:56:10,50.27,85.61,52.25,44,0,1.45,clear sky,0,0
481,Kabinda,CD,2020-05-09 23:56:10,-6.13,24.48,69.19,89,42,3.67,scattered clouds,0,0
482,Kemijarvi,FI,2020-05-09 23:56:10,66.71,27.43,26.1,96,12,1.66,few clouds,0,0
483,Saint George,US,2020-05-09 23:56:10,37.1,-113.58,93.2,7,1,13.87,clear sky,0,0
484,Chabahar,IR,2020-05-09 23:56:10,25.29,60.64,82.24,67,21,4.36,few clouds,0,0
485,Oneonta,US,2020-05-09 23:55:46,42.45,-75.06,33.01,70,78,3.0,light snow,0,0
486,Miraflores,MX,2020-05-09 23:56:10,19.22,-98.81,68.0,64,75,5.82,broken clouds,0,0
487,Cayenne,GF,2020-05-09 23:54:59,4.93,-52.33,77.0,100,90,12.48,overcast clouds,0,0
488,Russell,US,2020-05-09 23:56:10,32.35,-85.2,68.0,32,1,5.82,clear sky,0,0
489,Cherskiy,RU,2020-05-09 23:56:11,68.75,161.3,44.08,62,100,13.0,overcast clouds,0,0
490,Kamiiso,JP,2020-05-09 23:56:11,41.82,140.65,53.6,100,75,3.36,light intensity shower rain,0,0
491,Altay,CN,2020-05-09 23:56:11,47.87,88.12,55.47,35,0,1.43,clear sky,0,0
492,Redmond,US,2020-05-09 23:52:35,47.67,-122.12,86.0,37,94,1.99,overcast clouds,0,0
493,Coos Bay,US,2020-05-09 23:56:11,43.37,-124.22,69.01,82,1,8.05,clear sky,0,0
494,Seymchan,RU,2020-05-09 23:56:11,62.88,152.43,34.86,87,100,14.03,overcast clouds,0,0
495,Yenangyaung,MM,2020-05-09 23:56:11,20.47,94.88,85.33,43,0,4.81,clear sky,0,0
496,Ravar,IR,2020-05-09 23:56:11,31.27,56.81,72.73,22,8,2.06,clear sky,0,0
497,Zlobin,HR,2020-05-09 23:56:11,45.29,14.65,50.0,78,16,3.0,few clouds,0,0
498,Shibetsu,JP,2020-05-09 23:56:11,43.66,145.13,53.6,66,100,4.7,light intensity shower rain,0,0
499,Worland,US,2020-05-09 23:54:45,44.02,-107.96,57.2,24,40,7.76,scattered clouds,0,0
500,Kalmunai,LK,2020-05-09 23:56:12,7.42,81.82,80.01,82,86,2.8,overcast clouds,0,0
501,Erzin,TR,2020-05-09 23:56:12,36.96,36.2,64.99,86,5,1.3,clear sky,0,0
502,Alta,NO,2020-05-09 23:56:12,69.97,23.27,30.2,54,96,14.99,overcast clouds,0,0
503,Tocopilla,CL,2020-05-09 23:56:12,-22.09,-70.2,64.0,67,54,6.46,broken clouds,0,0
