City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Abnub,EG,2020-05-07 15:45:20,27.27,31.15,89.6,24,0,13.87
305,Kaitangata,NZ,2020-05-07 15:45:20,-46.28,169.85,54.0,65,59,11.99
306,Kavaratti,IN,2020-05-07 15:45:20,10.57,72.64,85.77,72,21,8.05
307,Jonava,LT,2020-05-07 15:45:21,55.08,24.28,55.4,37,79,8.05
308,Santa Catarina De Tepehuanes,MX,2020-05-07 15:45:21,25.35,-105.73,75.97,27,0,3.58
309,Hamilton,US,2020-05-07 15:41:47,39.18,-84.53,63.0,44,1,5.82
310,Tiznit,MA,2020-05-07 15:45:21,29.58,-9.5,73.4,52,32,10.36
311,Outlook,CA,2020-05-07 15:45:21,51.5,-107.05,51.01,47,0,7.0
312,Rodrigues Alves,BR,2020-05-07 15:45:21,-7.74,-72.65,78.8,100,90,5.82
313,Tocopilla,CL,2020-05-07 15:45:21,-22.09,-70.2,72.55,47,10,4.65
314,Baruun-Urt,MN,2020-05-07 15:45:21,46.68,113.28,46.65,51,67,8.32
315,Berlevag,NO,2020-05-07 15:45:21,70.86,29.09,39.2,93,75,25.28
316,Walvis Bay,NA,2020-05-07 15:45:22,-22.96,14.51,78.01,46,0,1.99
317,Kahului,US,2020-05-07 15:45:22,20.89,-156.47,71.6,78,1,8.05
318,Alekseyevka,RU,2020-05-07 15:45:22,50.63,38.69,59.0,66,62,5.73
319,Surgut,RU,2020-05-07 15:45:22,61.25,73.42,60.8,55,17,6.71
320,Xai-Xai,MZ,2020-05-07 15:45:22,-25.05,33.64,70.88,74,39,7.36
321,Nanortalik,GL,2020-05-07 15:45:22,60.14,-45.24,41.09,78,57,3.98
322,Greytown,ZA,2020-05-07 15:45:22,-29.06,30.59,54.45,80,0,2.15
323,Hofn,IS,2020-05-07 15:45:22,64.25,-15.21,50.0,53,40,9.17
324,Charters Towers,AU,2020-05-07 15:45:22,-20.1,146.27,60.71,86,0,5.86
325,Talnakh,RU,2020-05-07 15:45:23,69.49,88.4,23.0,85,81,11.18
326,Fort Nelson,CA,2020-05-07 15:45:24,58.81,-122.7,44.6,75,90,2.24
327,Hasaki,JP,2020-05-07 15:45:24,35.73,140.83,51.8,87,20,4.7
328,Egvekinot,RU,2020-05-07 15:45:24,66.32,-179.17,16.54,82,0,1.25
329,Fredericksburg,US,2020-05-07 15:45:24,38.3,-77.46,61.0,33,1,12.75
330,Saint-Augustin,CA,2020-05-07 15:45:24,51.23,-58.65,37.42,93,99,4.83
331,Winnemucca,US,2020-05-07 15:45:24,40.97,-117.74,46.4,24,1,16.11
332,Seydi,TM,2020-05-07 15:45:24,39.48,62.91,86.27,26,33,9.22
333,Mutoko,ZW,2020-05-07 15:45:24,-17.4,32.23,63.16,53,100,9.51
334,Cockburn Town,TC,2020-05-07 15:45:25,21.46,-71.14,81.63,80,99,10.36
335,Bambous Virieux,MU,2020-05-07 15:45:25,-20.34,57.76,77.0,88,40,2.24
336,Kostino,RU,2020-05-07 15:45:25,58.91,53.27,61.65,56,100,7.4
337,Labuhan,ID,2020-05-07 15:45:25,-6.88,112.21,79.65,86,12,7.52
338,Dalvik,IS,2020-05-07 15:44:03,65.97,-18.53,37.4,74,90,11.41
339,Valdosta,US,2020-05-07 15:45:08,30.83,-83.28,63.0,36,1,9.17
340,Manzhouli,CN,2020-05-07 15:45:25,49.6,117.43,46.89,50,0,11.21
341,Huadian,CN,2020-05-07 15:45:26,42.96,126.75,54.54,56,90,5.68
342,Muhororo,UG,2020-05-07 15:45:26,0.94,30.76,69.37,92,97,0.96
343,Margate,GB,2020-05-07 15:45:26,51.38,1.39,66.2,45,97,11.41
344,Pangnirtung,CA,2020-05-07 15:45:26,66.15,-65.71,21.2,67,20,3.11
345,San Cristobal,VE,2020-05-07 15:43:09,7.77,-72.22,93.2,41,40,16.11
346,Middleton,GB,2020-05-07 15:45:26,53.55,-2.2,69.01,44,0,3.0
347,Ponta Do Sol,PT,2020-05-07 15:45:26,32.67,-17.1,68.0,64,75,3.36
348,Faanui,PF,2020-05-07 15:45:26,-16.48,-151.75,81.5,76,67,11.81
349,Cairo,EG,2020-05-07 15:45:20,30.06,31.25,86.0,19,0,9.17
350,Vila Do Maio,CV,2020-05-07 15:45:27,15.13,-23.22,82.4,54,20,23.04
351,Krasnoselkup,RU,2020-05-07 15:45:27,65.7,82.47,29.98,97,100,6.49
352,Juliaca,PE,2020-05-07 15:41:35,-15.5,-70.13,53.6,40,100,3.36
353,Mangrol,IN,2020-05-07 15:45:27,21.12,70.12,81.88,87,0,9.55
354,Kolo,PL,2020-05-07 15:45:27,52.2,18.64,60.01,51,44,13.44
355,San Patricio,MX,2020-05-07 15:45:27,19.22,-104.7,80.6,78,40,5.39
356,Liwale,TZ,2020-05-07 15:45:28,-9.77,37.93,72.25,79,18,5.86
357,Alofi,NU,2020-05-07 15:41:05,-19.06,-169.92,69.8,100,3,2.24
358,Merauke,ID,2020-05-07 15:45:28,-8.47,140.33,78.28,82,92,13.29
359,Sorong,ID,2020-05-07 15:45:28,-0.88,131.25,81.37,84,17,9.53
360,Itainopolis,BR,2020-05-07 15:45:28,-7.45,-41.48,88.72,58,22,6.06
361,Straumen,NO,2020-05-07 15:45:28,63.87,11.3,46.4,61,20,11.41
362,Chokurdakh,RU,2020-05-07 15:45:28,70.63,147.92,27.9,96,98,4.97
363,Leshukonskoye,RU,2020-05-07 15:45:28,64.9,45.76,39.24,98,100,6.67
364,Vila,PT,2020-05-07 15:43:08,42.03,-8.16,75.99,57,92,8.99
365,Gordeyevka,RU,2020-05-07 15:45:28,52.96,31.97,43.95,91,100,11.63
366,Luena,AO,2020-05-07 15:45:29,-11.78,19.92,75.2,64,75,8.05
367,Orcopampa,PE,2020-05-07 15:45:29,-15.27,-72.34,56.3,38,100,3.71
368,Mancio Lima,BR,2020-05-07 15:45:29,-7.61,-72.9,78.8,100,90,5.82
369,Bor,RU,2020-05-07 15:45:29,56.36,44.07,68.0,93,75,2.24
370,Ahipara,NZ,2020-05-07 15:45:29,-35.17,173.17,56.16,80,27,4.83
371,Victoria,HK,2020-05-07 15:42:50,22.29,114.16,82.99,84,91,10.07
372,Shimoda,JP,2020-05-07 15:45:29,34.67,138.95,56.25,73,86,7.76
373,Dovolnoye,RU,2020-05-07 15:45:29,54.5,79.67,57.49,73,43,4.76
374,Termoli,IT,2020-05-07 15:45:30,41.99,14.99,62.01,55,0,3.0
375,Nabire,ID,2020-05-07 15:45:30,-3.37,135.48,78.76,88,100,4.21
376,Gradignan,FR,2020-05-07 15:45:30,44.77,-0.61,82.0,41,90,9.17
377,Bani Walid,LY,2020-05-07 15:45:30,31.76,13.99,82.89,32,1,22.3
378,Qaqortoq,GL,2020-05-07 15:45:30,60.72,-46.03,50.0,53,40,6.93
379,Zhucheng,CN,2020-05-07 15:45:30,35.99,119.4,59.13,75,100,13.62
380,Dauriya,RU,2020-05-07 15:45:30,49.93,116.87,46.22,51,0,11.32
381,Ust-Nera,RU,2020-05-07 15:45:30,64.57,143.2,25.41,92,70,3.02
382,Cidreira,BR,2020-05-07 15:45:30,-30.18,-50.21,62.15,74,71,14.74
383,Tres Arroyos,AR,2020-05-07 15:45:31,-38.37,-60.28,59.92,41,1,12.75
384,Booue,GA,2020-05-07 15:45:31,-0.09,11.94,86.38,67,85,2.59
385,Sovetskiy,RU,2020-05-07 15:45:31,61.36,63.58,63.99,54,96,7.47
386,Tezu,IN,2020-05-07 15:45:31,27.92,96.17,74.39,55,0,4.61
387,Xianyang,CN,2020-05-07 15:45:31,34.34,108.7,64.99,93,90,2.24
388,Galesong,ID,2020-05-07 15:45:31,-5.32,119.37,78.8,100,20,1.12
389,Nueva Loja,EC,2020-05-07 15:45:31,0.08,-76.88,71.6,100,90,1.12
390,Alghero,IT,2020-05-07 15:45:31,40.56,8.32,78.01,64,1,12.75
391,Barra Do Corda,BR,2020-05-07 15:45:31,-5.5,-45.25,88.02,64,100,5.21
392,Mahebourg,MU,2020-05-07 15:45:32,-20.41,57.7,77.0,88,40,2.24
393,Beyneu,KZ,2020-05-07 15:45:32,45.32,55.2,73.56,43,100,14.81
394,Corowa,AU,2020-05-07 15:45:32,-36.03,146.38,60.01,71,7,1.01
395,Cap Malheureux,MU,2020-05-07 15:45:32,-19.98,57.61,75.99,87,14,1.99
396,Qasigiannguit,GL,2020-05-07 15:45:32,68.82,-51.19,30.2,63,40,13.87
397,Muli,MV,2020-05-07 15:45:33,2.92,73.57,85.01,76,0,13.42
398,Otukpo,NG,2020-05-07 15:45:33,7.19,8.13,88.66,62,80,6.13
399,Swellendam,ZA,2020-05-07 15:45:33,-34.02,20.44,62.6,72,100,4.7
400,Matane,CA,2020-05-07 15:45:33,48.83,-67.52,46.0,44,10,2.21
401,Lake Havasu City,US,2020-05-07 15:45:33,34.48,-114.32,86.0,9,1,12.75
402,Puerto Cabezas,NI,2020-05-07 15:45:33,14.04,-83.39,86.9,65,5,10.33
403,Coachella,US,2020-05-07 15:45:33,33.68,-116.17,91.0,22,1,9.17
404,Novikovo,RU,2020-05-07 15:45:33,51.15,37.89,57.54,63,75,5.08
405,Zyryanka,RU,2020-05-07 15:45:33,65.75,150.85,21.4,96,92,1.39
406,Parksville,CA,2020-05-07 15:42:35,49.32,-124.32,53.01,89,3,4.81
407,Port Hardy,CA,2020-05-07 15:45:34,50.7,-127.42,44.6,93,90,3.36
408,Miandrivazo,MG,2020-05-07 15:45:34,-19.52,45.47,77.97,64,73,3.76
409,Teberda,RU,2020-05-07 15:45:34,43.45,41.74,48.6,71,100,1.45
410,Pisco,PE,2020-05-07 15:45:34,-13.7,-76.22,71.01,77,100,8.05
411,Ordzhonikidze,KZ,2020-05-07 15:45:10,52.44,61.74,63.52,34,0,8.48
412,Dudinka,RU,2020-05-07 15:45:34,69.41,86.18,23.0,85,94,11.18
413,Amberg,DE,2020-05-07 15:45:34,49.44,11.86,69.01,24,1,4.7
414,Jishui,CN,2020-05-07 15:45:35,33.73,115.4,67.3,87,100,6.8
415,Rocha,UY,2020-05-07 15:45:35,-34.48,-54.33,58.82,61,100,8.86
416,Tena,EC,2020-05-07 15:45:35,-0.98,-77.82,73.4,100,90,4.7
417,Nowy Dwor Gdanski,PL,2020-05-07 15:45:35,54.21,19.12,55.4,54,20,19.46
418,Mercedes,AR,2020-05-07 15:45:35,-34.65,-59.43,63.0,55,0,5.99
419,Ofaqim,IL,2020-05-07 15:45:35,31.31,34.62,72.0,57,0,1.01
420,Wanning,CN,2020-05-07 15:45:35,18.8,110.4,79.2,93,85,9.48
421,Khuzhir,RU,2020-05-07 15:45:35,53.19,107.34,40.51,70,100,8.7
422,Netanya,IL,2020-05-07 15:45:06,32.33,34.86,75.0,53,0,9.17
423,Ketchikan,US,2020-05-07 15:45:28,55.34,-131.65,48.2,87,20,9.17
424,Isangel,VU,2020-05-07 15:45:36,-19.55,169.27,72.9,85,76,15.68
425,Salalah,OM,2020-05-07 15:43:47,17.02,54.09,86.0,79,75,10.29
426,Henties Bay,NA,2020-05-07 15:45:36,-22.12,14.28,78.01,46,0,1.99
427,Murdochville,CA,2020-05-07 15:45:36,48.96,-65.5,38.53,75,10,6.71
428,Sydney,AU,2020-05-07 15:41:43,-33.87,151.21,62.6,67,0,12.75
429,Matara,LK,2020-05-07 15:45:36,5.95,80.54,80.94,84,100,6.06
430,Tual,ID,2020-05-07 15:45:36,-5.67,132.75,83.19,80,8,20.22
431,Khash,IR,2020-05-07 15:45:36,28.22,61.22,82.29,16,79,16.06
432,Ayan,RU,2020-05-07 15:45:37,56.45,138.17,34.74,85,100,8.12
433,Olafsvik,IS,2020-05-07 15:45:37,64.89,-23.71,43.03,79,99,8.95
434,Broken Hill,AU,2020-05-07 15:45:37,-31.95,141.43,57.2,47,0,4.7
435,Ostersund,SE,2020-05-07 15:45:37,63.18,14.64,42.8,56,40,17.22
436,Jaru,BR,2020-05-07 15:45:37,-10.44,-62.47,73.09,87,99,8.75
437,Windhoek,NA,2020-05-07 15:41:33,-22.56,17.08,77.0,14,0,8.05
438,Aviles,ES,2020-05-07 15:42:23,43.55,-5.92,69.01,82,97,4.7
439,Japura,ID,2020-05-07 15:45:37,-0.32,102.35,77.27,96,100,2.15
440,Birin,NP,2020-05-07 15:45:37,26.89,88.07,60.26,66,18,6.04
441,Pa Sang,TH,2020-05-07 15:45:37,18.53,98.94,90.0,62,75,3.36
442,Bahir Dar,ET,2020-05-07 15:45:37,11.59,37.39,79.92,37,52,7.67
443,Coquimbo,CL,2020-05-07 15:45:38,-29.95,-71.34,53.6,93,90,2.24
444,Hervey Bay,AU,2020-05-07 15:45:38,-25.3,152.85,64.0,88,39,4.0
445,Funadhoo,MV,2020-05-07 15:45:38,6.15,73.27,82.62,81,96,13.47
446,Tomatlan,MX,2020-05-07 15:45:38,19.93,-105.25,86.59,50,0,5.46
447,Springbok,ZA,2020-05-07 15:45:38,-29.66,17.89,69.96,22,60,4.05
448,Abu Kamal,SY,2020-05-07 15:45:38,34.45,40.92,78.53,27,0,5.99
449,Liusha,CN,2020-05-07 15:45:38,27.21,108.59,68.0,100,31,3.29
450,Martapura,ID,2020-05-07 15:45:38,-3.42,114.85,82.4,83,20,6.93
451,Ambulu,ID,2020-05-07 15:45:38,-8.35,113.61,77.76,89,34,4.0
452,Willowmore,ZA,2020-05-07 15:45:39,-33.29,23.49,63.46,31,100,1.66
453,Jurado,CO,2020-05-07 15:45:39,7.11,-77.76,85.59,71,73,6.04
454,Benguela,AO,2020-05-07 15:45:39,-12.58,13.41,85.17,66,1,4.21
455,Shenzhen,CN,2020-05-07 15:42:30,22.55,114.07,82.99,88,40,11.18
456,Liverpool,GB,2020-05-07 15:40:56,53.41,-2.98,73.0,42,26,8.05
457,Kampot,KH,2020-05-07 15:45:39,10.62,104.18,82.4,88,20,2.24
458,Haines Junction,CA,2020-05-07 15:45:39,60.75,-137.51,40.44,70,100,4.43
459,Shenxian,CN,2020-05-07 15:45:39,36.24,115.67,62.17,94,100,11.34
460,Port Augusta,AU,2020-05-07 15:45:39,-32.5,137.77,55.4,82,0,6.93
461,Susangerd,IR,2020-05-07 15:45:40,31.56,48.18,89.6,17,0,6.93
462,Aksu,CN,2020-05-07 15:45:40,41.12,80.26,66.29,27,96,0.92
463,Ibicarai,BR,2020-05-07 15:45:40,-14.87,-39.59,86.0,70,20,6.93
464,Teya,RU,2020-05-07 15:45:40,60.38,92.63,37.78,81,85,6.29
465,Juba,SS,2020-05-07 15:45:40,4.85,31.58,82.13,68,99,3.38
466,Tucumcari,US,2020-05-07 15:45:40,35.17,-103.72,73.4,40,1,8.05
467,Acari,PE,2020-05-07 15:45:40,-15.43,-74.62,81.03,43,91,8.48
468,Acarau,BR,2020-05-07 15:45:40,-2.89,-40.12,85.39,72,24,10.71
469,Vidalia,US,2020-05-07 15:45:40,32.22,-82.41,62.6,36,1,4.7
470,Saurimo,AO,2020-05-07 15:45:40,-9.66,20.39,87.8,48,75,4.27
471,Jiuquan,CN,2020-05-07 15:45:41,39.74,98.52,48.6,55,79,3.4
472,Mount Gambier,AU,2020-05-07 15:45:41,-37.83,140.77,53.6,93,40,10.29
473,Tongren,CN,2020-05-07 15:45:41,27.72,109.19,72.72,89,80,2.95
474,Mankono,CI,2020-05-07 15:45:41,8.06,-6.19,90.27,53,98,5.93
475,Acajutla,SV,2020-05-07 15:45:41,13.59,-89.83,80.01,80,87,5.01
476,Harbin,CN,2020-05-07 15:44:04,45.75,126.65,64.4,42,99,8.95
477,Bubaque,GW,2020-05-07 15:45:41,11.28,-15.83,79.95,68,37,12.91
478,Rapid City,US,2020-05-07 15:41:59,44.08,-103.23,54.0,61,75,25.28
479,Tuatapere,NZ,2020-05-07 15:45:41,-46.13,167.68,50.56,87,89,7.7
480,Port Hedland,AU,2020-05-07 15:45:41,-20.32,118.57,71.6,73,75,6.91
481,Limbang,MY,2020-05-07 15:45:42,4.75,115.0,86.0,79,75,4.7
482,Bereda,ES,2020-05-07 15:45:42,43.27,-7.54,78.01,46,99,13.0
483,Cutlerville,US,2020-05-07 15:45:42,42.84,-85.66,57.2,41,20,18.34
484,Nhulunbuy,AU,2020-05-07 15:45:43,-12.23,136.77,77.0,78,75,5.82
485,Furstenwalde,DE,2020-05-07 15:43:45,52.37,14.07,62.01,52,48,1.99
486,Byron Bay,AU,2020-05-07 15:45:43,-28.65,153.62,61.0,93,40,4.7
487,Ust-Kut,RU,2020-05-07 15:45:43,56.79,105.77,38.91,91,100,1.99
488,Ardatov,RU,2020-05-07 15:45:43,55.24,43.1,59.67,88,100,11.68
489,Tarko-Sale,RU,2020-05-07 15:45:44,64.92,77.78,37.0,77,100,17.92
490,Ukiah,US,2020-05-07 15:45:44,39.15,-123.21,61.0,66,1,0.76
491,Anjozorobe,MG,2020-05-07 15:45:44,-18.4,47.87,66.2,68,20,4.7
492,Rudnichnyy,RU,2020-05-07 15:45:44,59.62,52.47,59.54,67,100,6.58
493,Huarmey,PE,2020-05-07 15:45:44,-10.07,-78.15,75.63,63,30,10.07
494,Prachuap Khiri Khan,TH,2020-05-07 15:45:45,11.82,99.78,83.37,76,0,7.43
495,Nizwa,OM,2020-05-07 15:45:45,22.93,57.53,94.39,13,43,8.5
496,Kudahuvadhoo,MV,2020-05-07 15:45:45,2.67,72.89,85.14,75,0,12.77
497,Vanavara,RU,2020-05-07 15:45:45,60.34,102.28,37.63,76,96,8.41
498,Yulara,AU,2020-05-07 15:45:45,-25.24,130.99,59.0,38,0,9.17
499,Port Hawkesbury,CA,2020-05-07 15:45:46,45.62,-61.35,37.0,93,90,9.17
500,Paita,PE,2020-05-07 15:45:46,-5.09,-81.11,86.0,51,0,16.11
501,Kamaishi,JP,2020-05-07 15:45:46,39.27,141.88,45.05,78,0,5.79
502,Sinnamary,GF,2020-05-07 15:45:46,5.38,-52.95,82.92,73,90,11.45
503,Bayangol,RU,2020-05-07 15:45:46,50.7,103.47,37.69,70,27,3.36
504,Tevriz,RU,2020-05-07 15:45:46,57.51,72.4,62.91,53,0,4.27
505,Omboue,GA,2020-05-07 15:45:47,-1.57,9.26,82.85,78,94,8.16
506,Khrystynivka,UA,2020-05-07 15:45:47,48.82,29.97,46.33,91,100,11.77
507,Biak,ID,2020-05-07 15:45:47,-0.91,122.88,79.3,83,21,1.61
508,Doha,QA,2020-05-07 15:45:02,25.29,51.53,91.4,21,100,19.46
509,Kayes,ML,2020-05-07 15:45:47,14.0,-11.0,109.4,28,24,6.93
510,Sola,VU,2020-05-07 15:45:47,-13.88,167.55,79.11,79,81,9.82
511,San Policarpo,PH,2020-05-07 15:45:47,12.18,125.51,83.08,80,92,7.18
512,Chuy,UY,2020-05-07 15:45:48,-33.7,-53.46,60.53,56,98,7.31
513,Encruzilhada,BR,2020-05-07 15:45:48,-15.53,-40.91,85.1,53,72,2.82
514,Ravar,IR,2020-05-07 15:45:48,31.27,56.81,84.88,13,0,19.84
515,Lasa,IT,2020-05-07 15:45:48,46.62,10.7,64.4,25,4,4.7
516,Daru,PG,2020-05-07 15:45:49,-9.08,143.21,79.0,82,100,15.43
517,Victor Harbor,AU,2020-05-07 15:45:49,-35.57,138.62,57.0,92,0,12.57
518,Lang Son,VN,2020-05-07 15:45:49,21.83,106.73,78.1,85,3,3.94
519,Malanje,AO,2020-05-07 15:45:50,-9.54,16.34,74.84,66,24,3.33
520,Waddan,LY,2020-05-07 15:45:50,29.16,16.14,100.36,8,39,5.23
521,Bucsa,HU,2020-05-07 15:45:50,47.2,21.0,66.99,65,89,6.93
522,Acapulco,MX,2020-05-07 15:44:35,16.86,-99.89,84.2,70,90,4.7
523,Havelock,US,2020-05-07 15:45:09,34.88,-76.9,60.8,48,40,13.87
524,Beisfjord,NO,2020-05-07 15:45:52,68.38,17.6,39.2,60,40,8.05
525,Vardo,NO,2020-05-07 15:45:53,70.37,31.11,37.4,86,75,23.04
526,La Brea,HN,2020-05-07 15:45:53,15.8,-85.97,92.66,45,6,5.01
527,Registro,BR,2020-05-07 15:45:53,-24.49,-47.84,71.78,53,29,5.99
528,Colombo,LK,2020-05-07 15:45:54,6.93,79.85,86.0,84,40,4.7
529,Meulaboh,ID,2020-05-07 15:45:54,4.14,96.13,78.66,91,100,12.91
530,Kingman,US,2020-05-07 15:45:23,35.19,-114.05,81.0,17,1,5.82
531,Cardston,CA,2020-05-07 15:43:00,49.2,-113.3,50.0,76,75,9.17
532,Pacific Grove,US,2020-05-07 15:45:55,36.62,-121.92,60.01,62,1,6.91
533,Lundazi,ZM,2020-05-07 15:45:55,-12.29,33.18,67.03,72,28,8.03
534,Fare,PF,2020-05-07 15:45:55,-16.7,-151.02,82.08,75,61,12.15
535,Antalaha,MG,2020-05-07 15:45:56,-14.9,50.28,76.96,82,7,7.65
536,Tabas,IR,2020-05-07 15:45:56,33.6,56.92,89.6,13,0,6.93
537,Vadso,NO,2020-05-07 15:45:56,70.07,29.75,39.2,86,75,23.04
538,Wenatchee,US,2020-05-07 15:42:55,47.42,-120.31,48.99,40,1,5.82
539,Luwuk,ID,2020-05-07 15:45:57,-0.95,122.79,79.9,78,39,1.19
540,Adrar,MR,2020-05-07 15:45:57,20.5,-10.07,105.03,7,0,2.01
541,Laguna,US,2020-05-07 15:45:58,38.42,-121.42,64.99,34,1,6.93
542,Revelstoke,CA,2020-05-07 15:45:59,50.98,-118.2,44.6,93,90,3.36
543,Grand Gaube,MU,2020-05-07 15:45:59,-20.01,57.66,75.99,87,14,1.99
544,Damietta,EG,2020-05-07 15:45:59,31.42,31.81,77.0,61,0,5.82
545,Digapahandi,IN,2020-05-07 15:45:59,19.37,84.58,86.49,64,16,5.91
546,Mashhad,IR,2020-05-07 15:42:02,36.3,59.61,82.4,13,8,9.17
547,Bara,NG,2020-05-07 15:45:59,10.37,10.73,103.26,11,7,2.26
548,Mana,GF,2020-05-07 15:46:00,5.66,-53.78,82.17,76,100,10.09
549,Otacilio Costa,BR,2020-05-07 15:46:00,-27.48,-50.12,65.71,30,0,2.62
550,Sulya,IN,2020-05-07 15:46:00,12.57,75.38,87.8,66,40,5.82
551,Santiago,CL,2020-05-07 15:46:00,-33.46,-70.65,77.0,17,1,1.12
552,Grand-Santi,GF,2020-05-07 15:46:00,4.25,-54.38,76.8,93,100,3.31
553,Macas,EC,2020-05-07 15:46:00,-2.32,-78.12,68.0,94,90,9.17
554,Tatawin,TN,2020-05-07 15:46:01,32.93,10.45,86.0,30,48,13.87
555,Banjar,ID,2020-05-07 15:46:01,-8.19,114.97,82.4,100,40,4.7
556,Port Macquarie,AU,2020-05-07 15:46:01,-31.43,152.92,55.99,96,27,4.23
557,Uglegorsk,RU,2020-05-07 15:46:01,49.08,142.03,40.17,76,0,6.91
558,La Ronge,CA,2020-05-07 15:42:10,55.1,-105.28,39.2,44,75,6.93
559,Straza,SI,2020-05-07 15:46:01,45.78,15.07,75.0,30,0,3.36
560,Darova,RO,2020-05-07 15:46:02,45.64,21.77,68.0,69,98,12.75
